DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	testing_mode	date	expName	psychopyVersion	expStart	
																									edu_school_years	Schule	free text	None	None	10	None																																									OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																									edu_eveningschool_years	Abendschule	free text	None	None	0	None																																									OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																									edu_training_years	Ausbildung	free text	None	None	3	None																																									OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																									edu_training_GDR_years	Fachschule	free text	None	None	0	None																																									OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																									edu_uni_years	Universität/Hochschule	free text	None	None	3	None																																									OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																									edu_other_years	Sonstiges	free text	None	None	0	None																																									OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																									edu_profession	Was ist Ihr derzeitiger/letzter Beruf?	free text	None	None	berufsschullehrerin	None																																									OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																																																																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
																																																																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test4_78.png	78	0	0	0	3					101.03577709197998																						100.97797417640686	109.82068610191345	78																																						OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test6_15.png	15	0	1	1	5					110.87160801887512																						110.82175397872925	114.31114196777344	15																																						OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test1_70.png	70	0	2	2	0					115.36350107192993																						115.31386613845825	121.32475399971008	70																																						OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test5_23.png	23	0	3	3	4					122.37714409828186																						122.32748818397522	125.0335681438446	23																																						OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test2_17.png	17	0	4	4	1					126.08303499221802																						126.03374695777893	129.03975701332092	17																																						OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test3_21.png	21	0	5	5	2					130.09211611747742																						130.04247117042542	133.06419396400452	21																																						OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0	134.0821990966797																									134.06611704826355	134.08228015899658	134.08229112625122	#D292F3	None	None	None	1500	reading_bl_training_text	1	0	Reading_Baseline_training_click	None	Auf																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#D292F3	None	None	None	999.459981918335	reading_bl_training_text	2	0	Reading_Baseline_training_click	None	dem																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	3	0	Reading_Baseline_training_click	None	großen																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	4	0	Reading_Baseline_training_click	None	"Passagierdampfer,"																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#D292F3	None	None	None	1500	reading_bl_training_text	5	0	Reading_Baseline_training_click	None	der																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#2AB7EF	None	None	None	1500	reading_bl_training_text	6	0	Reading_Baseline_training_click	None	um																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	7	0	Reading_Baseline_training_click	None	Mitternacht																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#2AB7EF	None	None	None	1500	reading_bl_training_text	8	0	Reading_Baseline_training_click	None	von																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#2AB7EF	None	None	None	1500	reading_bl_training_text	9	0	Reading_Baseline_training_click	None	New																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	10	0	Reading_Baseline_training_click	None	York																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	11	0	Reading_Baseline_training_click	None	nach																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	12	0	Reading_Baseline_training_click	None	Buenos																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	13	0	Reading_Baseline_training_click	None	Aires																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#D292F3	None	None	None	1500	reading_bl_training_text	14	0	Reading_Baseline_training_click	None	abgehen																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	15	0	Reading_Baseline_training_click	None	"sollte,"																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	16	0	Reading_Baseline_training_click	None	herrschte																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	17	0	Reading_Baseline_training_click	None	geschäftiges																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#2AB7EF	None	None	None	1500	reading_bl_training_text	18	0	Reading_Baseline_training_click	None	Treiben.																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	19	0	Reading_Baseline_training_click	None	Einige																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#2AB7EF	None	None	None	1500	reading_bl_training_text	20	0	Reading_Baseline_training_click	None	Reporter																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	21	0	Reading_Baseline_training_click	None	interviewten																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#2AB7EF	None	None	None	1500	reading_bl_training_text	22	0	Reading_Baseline_training_click	None	den																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#D292F3	None	None	None	1500	reading_bl_training_text	23	0	Reading_Baseline_training_click	None	berühmten																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#D292F3	None	None	None	1500	reading_bl_training_text	24	0	Reading_Baseline_training_click	None	Weltschachmeister																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	25	0	Reading_Baseline_training_click	None	Mirko																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	26	0	Reading_Baseline_training_click	None	"Czentovic,"																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#F989A2	None	None	None	1500	reading_bl_training_text	27	0	Reading_Baseline_training_click	None	der																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#2AB7EF	None	None	None	1500	reading_bl_training_text	28	0	Reading_Baseline_training_click	None	nach																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#88BA3F	None	None	None	1500	reading_bl_training_text	29	0	Reading_Baseline_training_click	None	Argentinien																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																													#D292F3	None	None	None	1500	reading_bl_training_text	30	0	Reading_Baseline_training_click	None	reiste.																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																																		reading_bl_training_text			Reading_Baseline_training_click			197.19119501113892	Q1	1	a	True	1	None																	OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																																		reading_bl_training_text			Reading_Baseline_training_click			205.95233917236328	Q2	3	c	True	1	None																	OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																																		reading_bl_training_text			Reading_Baseline_training_click			210.12523818016052	Q3	1	a	True	1	None																	OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						0	0	0	0																																															213.5388581752777	213.53887915611267	213.577388048172	213.57740116119385	213.5869791507721	213.5869870185852	213.6041340827942										OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0	213.62036395072937																									213.60535502433777	213.6204650402069	213.6204800605774	#D292F3	None	None	None	1500	text_02	1	1	Reading_Baseline_main_click	None	In																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	2	1	Reading_Baseline_main_click	None	Tansania																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	3	1	Reading_Baseline_main_click	None	haben																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	4	1	Reading_Baseline_main_click	None	Forscher																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	5	1	Reading_Baseline_main_click	None	Überreste																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	6	1	Reading_Baseline_main_click	None	eines																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	7	1	Reading_Baseline_main_click	None	Urzeit-Krokodils																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	8	1	Reading_Baseline_main_click	None	entdeckt.																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	9	1	Reading_Baseline_main_click	None	Es																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	10	1	Reading_Baseline_main_click	None	zeigt																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	11	1	Reading_Baseline_main_click	None	Ähnlichkeiten																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	12	1	Reading_Baseline_main_click	None	zu																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	13	1	Reading_Baseline_main_click	None	Säugetieren.																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	14	1	Reading_Baseline_main_click	None	Es																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	15	1	Reading_Baseline_main_click	None	war																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	16	1	Reading_Baseline_main_click	None	so																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	17	1	Reading_Baseline_main_click	None	groß																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	18	1	Reading_Baseline_main_click	None	wie																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	19	1	Reading_Baseline_main_click	None	eine																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	20	1	Reading_Baseline_main_click	None	Katze.																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	21	1	Reading_Baseline_main_click	None	Das																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	22	1	Reading_Baseline_main_click	None	Tier																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	23	1	Reading_Baseline_main_click	None	lebte																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	24	1	Reading_Baseline_main_click	None	vor																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	25	1	Reading_Baseline_main_click	None	etwa																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	26	1	Reading_Baseline_main_click	None	105																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	27	1	Reading_Baseline_main_click	None	Millionen																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	28	1	Reading_Baseline_main_click	None	Jahren																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	29	1	Reading_Baseline_main_click	None	und																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	30	1	Reading_Baseline_main_click	None	jagte																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	31	1	Reading_Baseline_main_click	None	an																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	32	1	Reading_Baseline_main_click	None	Land																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	33	1	Reading_Baseline_main_click	None	nach																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	34	1	Reading_Baseline_main_click	None	Insekten																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	35	1	Reading_Baseline_main_click	None	und																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	36	1	Reading_Baseline_main_click	None	kleinen																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	37	1	Reading_Baseline_main_click	None	Tieren.																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	38	1	Reading_Baseline_main_click	None	Es																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	39	1	Reading_Baseline_main_click	None	besaß																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	40	1	Reading_Baseline_main_click	None	ungewöhnliche																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	41	1	Reading_Baseline_main_click	None	"Merkmale,"																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	42	1	Reading_Baseline_main_click	None	wie																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	43	1	Reading_Baseline_main_click	None	weniger																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#2AB7EF	None	None	None	1500	text_02	44	1	Reading_Baseline_main_click	None	Zähne																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	45	1	Reading_Baseline_main_click	None	und																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	46	1	Reading_Baseline_main_click	None	hatte																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#D292F3	None	None	None	1500	text_02	47	1	Reading_Baseline_main_click	None	Backenzähne																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#F989A2	None	None	None	1500	text_02	48	1	Reading_Baseline_main_click	None	zum																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
						1	0	1	0																													#88BA3F	None	None	None	1500	text_02	49	1	Reading_Baseline_main_click	None	Kauen																								OA02	no	2024-08-26_07h59.46.596	EXNAT_3_training	2024.1.0	2024-08-26 08h00.06.688381 +0200	
