DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	testing_mode	date	expName	psychopyVersion	expStart	
						2	0	2	0																													#F989A2	True	hit	748.6300468444824	1216.1939144134521	text_03	23	3	0back_dual_main_click	0	Komfort															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	732.1240901947021	text_03	24	3	0back_dual_main_click	0	und															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	664.931058883667	text_03	25	3	0back_dual_main_click	0	Schutz.															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	698.371171951294	text_03	26	3	0back_dual_main_click	0	Forscher															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	715.8939838409424	1183.424949645996	text_03	27	3	0back_dual_main_click	0	haben															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	698.2920169830322	text_03	28	3	0back_dual_main_click	0	"entdeckt,"															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	649.2178440093994	text_03	29	3	0back_dual_main_click	0	dass															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	699.0020275115967	1216.6779041290283	text_03	30	3	0back_dual_main_click	0	Orang-Utans															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	648.8621234893799	text_03	31	3	0back_dual_main_click	0	sehr															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	632.0948600769043	1049.5929718017578	text_03	32	3	0back_dual_main_click	0	geschickt															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	731.6529750823975	1149.122953414917	text_03	33	3	0back_dual_main_click	0	vorgehen:															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	615.8828735351562	text_03	34	3	0back_dual_main_click	0	Sie															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1030.937910079956	text_03	35	3	0back_dual_main_click	0	wählen															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	749.3150234222412	text_03	36	3	0back_dual_main_click	0	stabile															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	734.1859340667725	text_03	37	3	0back_dual_main_click	0	Äste															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	598.3788967132568	text_03	38	3	0back_dual_main_click	0	aus															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	615.8778667449951	text_03	39	3	0back_dual_main_click	0	und															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	632.1408748626709	text_03	40	3	0back_dual_main_click	0	biegen															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	648.5719680786133	text_03	41	3	0back_dual_main_click	0	"diese,"															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	615.6489849090576	1049.7949123382568	text_03	42	3	0back_dual_main_click	0	ohne															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	665.9340858459473	text_03	43	3	0back_dual_main_click	0	sie															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	548.64501953125	text_03	44	3	0back_dual_main_click	0	ganz															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	665.7710075378418	text_03	45	3	0back_dual_main_click	0	zu															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	565.2661323547363	999.4311332702637	text_03	46	3	0back_dual_main_click	0	brechen.															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	665.9660339355469	text_03	47	3	0back_dual_main_click	0	So															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	799.3619441986084	text_03	48	3	0back_dual_main_click	0	entsteht															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	565.5479431152344	text_03	49	3	0back_dual_main_click	0	eine															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1166.7509078979492	text_03	50	3	0back_dual_main_click	0	robuste															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1115.9048080444336	text_03	51	3	0back_dual_main_click	0	Grundstruktur.															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	682.548999786377	text_03	52	3	0back_dual_main_click	0	Die															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	598.4179973602295	1049.293041229248	text_03	53	3	0back_dual_main_click	0	Polsterung															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	1049.7279167175293	text_03	54	3	0back_dual_main_click	0	der															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#F989A2	True	hit	682.5258731842041	1100.0049114227295	text_03	55	3	0back_dual_main_click	0	Nester															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1031.5139293670654	text_03	56	3	0back_dual_main_click	0	besteht															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	549.0729808807373	text_03	57	3	0back_dual_main_click	0	aus															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1135.0610256195068	text_03	58	3	0back_dual_main_click	0	dünneren															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	665.6708717346191	text_03	59	3	0back_dual_main_click	0	Ästen															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	649.245023727417	text_03	60	3	0back_dual_main_click	0	und															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	665.8530235290527	text_03	61	3	0back_dual_main_click	0	macht															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	649.2748260498047	text_03	62	3	0back_dual_main_click	0	das															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	632.1728229522705	text_03	63	3	0back_dual_main_click	0	Nest															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	749.2208480834961	text_03	64	3	0back_dual_main_click	0	besonders															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	798.7508773803711	text_03	65	3	0back_dual_main_click	0	bequem.															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	732.5789928436279	text_03	66	3	0back_dual_main_click	0	Diese															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	799.069881439209	text_03	67	3	0back_dual_main_click	0	Bauweise															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	732.3729991912842	text_03	68	3	0back_dual_main_click	0	schützt															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	732.7549457550049	text_03	69	3	0back_dual_main_click	0	die															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	748.9750385284424	text_03	70	3	0back_dual_main_click	0	Orang-Utans															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	799.3619441986084	text_03	71	3	0back_dual_main_click	0	nicht															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	699.3551254272461	text_03	72	3	0back_dual_main_click	0	nur															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	699.1550922393799	text_03	73	3	0back_dual_main_click	0	vor															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	632.5380802154541	1250.4041194915771	text_03	74	3	0back_dual_main_click	0	dem															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	798.6509799957275	text_03	75	3	0back_dual_main_click	0	"Herunterfallen,"															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	816.0700798034668	1417.2298908233643	text_03	76	3	0back_dual_main_click	0	sondern															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	549.0601062774658	text_03	77	3	0back_dual_main_click	0	auch															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	665.4119491577148	text_03	78	3	0back_dual_main_click	0	vor															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	715.6858444213867	1216.6759967803955	text_03	79	3	0back_dual_main_click	0	Feinden															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	732.7108383178711	text_03	80	3	0back_dual_main_click	0	und															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	598.7038612365723	text_03	81	3	0back_dual_main_click	0	Parasiten.															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	548.6688613891602	text_03	82	3	0back_dual_main_click	0	So															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	699.160099029541	text_03	83	3	0back_dual_main_click	0	schlafen															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	682.4350357055664	text_03	84	3	0back_dual_main_click	0	die															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	565.1731491088867	999.3541240692139	text_03	85	3	0back_dual_main_click	0	Primaten															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	765.4011249542236	1132.7810287475586	text_03	86	3	0back_dual_main_click	0	sicher															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	515.6559944152832	text_03	87	3	0back_dual_main_click	0	und															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	731.9810390472412	1116.0578727722168	text_03	88	3	0back_dual_main_click	0	komfortabel															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	816.230058670044	1166.9130325317383	text_03	89	3	0back_dual_main_click	0	in															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	615.7338619232178	text_03	90	3	0back_dual_main_click	0	ihren															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																													#D292F3	False	false alarm	832.7469825744629	1183.4559440612793	text_03	91	3	0back_dual_main_click	0	Nestern.															#F989A2									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			589.2372658252716	Q1	1	a	True	4	0																	OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			596.4204947948456	Q2	1	a	True	4	0																	OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			601.9477019309998	Q3	2	b	True	4	0																	OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						2	0	2	0																																															610.7011089324951	610.7011289596558	610.7407619953156	610.7407739162445	610.7496588230133	610.7496678829193	610.7667667865753										OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0	610.7829868793488																									610.7670919895172			#D292F3	False	correct rejection	None	1500		1	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		2	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		3	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		4	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		5	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		6	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	True	miss	None	1500		7	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	True	miss	None	1500		8	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		9	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		10	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	True	hit	465.6250476837158	1500		11	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		12	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		13	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	True	hit	451.0660171508789	1500		14	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		15	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	True	hit	365.4210567474365	1500		16	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		17	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		18	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		19	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		20	4	1back_single_training1	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		1	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		2	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		3	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		4	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		5	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		6	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		7	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	True	hit	432.2531223297119	1500		8	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		9	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	True	hit	433.8419437408447	1500		10	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		11	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		12	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		13	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		14	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	True	hit	451.0519504547119	1500		15	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		16	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	True	hit	465.64197540283203	1500		17	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		18	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	True	hit	400.482177734375	1500		19	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		20	5	1back_single_training2	1																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
