DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	self-paced_blocks	paced_blocks	testing_mode	date	expName	psychopyVersion	expStart	
						2	0	2	0																													#F989A2	False	correct rejection	None	483.4790229797363		14	2	0back_single_training	0																#D292F3									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	534.005880355835		15	2	0back_single_training	0																#D292F3									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	True	hit	634.2220306396484	1500		16	2	0back_single_training	0																#D292F3									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	433.3369731903076		17	2	0back_single_training	0																#D292F3									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	584.1259956359863		18	2	0back_single_training	0																#D292F3									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	True	hit	550.7349967956543	1500		19	2	0back_single_training	0																#D292F3									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	True	hit	500.12683868408203	1500		20	2	0back_single_training	0																#D292F3									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																											481.0391788482666	481.0391879081726	#2AB7EF	False	correct rejection	None	1385.3931427001953	text_03	1	3	0back_dual_main_click	0	Orang-Utans															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	912.2509956359863	text_03	2	3	0back_dual_main_click	0	bauen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	932.0521354675293	text_03	3	3	0back_dual_main_click	0	sich															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	667.1309471130371	1502.025842666626	text_03	4	3	0back_dual_main_click	0	jede															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	849.1740226745605	text_03	5	3	0back_dual_main_click	0	Nacht															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	1015.1569843292236	text_03	6	3	0back_dual_main_click	0	gemütliche															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	999.6371269226074	text_03	7	3	0back_dual_main_click	0	Schlafnester															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	1032.4668884277344	text_03	8	3	0back_dual_main_click	0	hoch															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	866.8820858001709	text_03	9	3	0back_dual_main_click	0	in															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	749.5288848876953	text_03	10	3	0back_dual_main_click	0	den															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	748.1529712677002	text_03	11	3	0back_dual_main_click	0	Bäumen.															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	832.4718475341797	text_03	12	3	0back_dual_main_click	0	Diese															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	899.6109962463379	text_03	13	3	0back_dual_main_click	0	Nester															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	798.8889217376709	text_03	14	3	0back_dual_main_click	0	bestehen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	683.1130981445312	1217.4742221832275	text_03	15	3	0back_dual_main_click	0	aus															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	982.4440479278564	text_03	16	3	0back_dual_main_click	0	Ästen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	899.7437953948975	text_03	17	3	0back_dual_main_click	0	und															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	615.2849197387695	text_03	18	3	0back_dual_main_click	0	Blättern															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	633.0459117889404	text_03	19	3	0back_dual_main_click	0	und															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	698.4241008758545	text_03	20	3	0back_dual_main_click	0	bieten															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	633.0759525299072	text_03	21	3	0back_dual_main_click	0	den															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	765.0339603424072	text_03	22	3	0back_dual_main_click	0	Affen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	782.649040222168	text_03	23	3	0back_dual_main_click	0	Komfort															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	714.5581245422363	text_03	24	3	0back_dual_main_click	0	und															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	615.0989532470703	1149.4700908660889	text_03	25	3	0back_dual_main_click	0	Schutz.															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	850.6100177764893	text_03	26	3	0back_dual_main_click	0	Forscher															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	815.2971267700195	text_03	27	3	0back_dual_main_click	0	haben															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	631.5140724182129	1199.2900371551514	text_03	28	3	0back_dual_main_click	0	"entdeckt,"															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	666.0230159759521	text_03	29	3	0back_dual_main_click	0	dass															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	782.5469970703125	text_03	30	3	0back_dual_main_click	0	Orang-Utans															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	716.0708904266357	text_03	31	3	0back_dual_main_click	0	sehr															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	615.9601211547852	text_03	32	3	0back_dual_main_click	0	geschickt															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	765.1948928833008	text_03	33	3	0back_dual_main_click	0	vorgehen:															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	598.8898277282715	1133.246898651123	text_03	34	3	0back_dual_main_click	0	Sie															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	681.96702003479	text_03	35	3	0back_dual_main_click	0	wählen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	615.2181625366211	1200.1850605010986	text_03	36	3	0back_dual_main_click	0	stabile															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	782.6781272888184	text_03	37	3	0back_dual_main_click	0	Äste															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	665.9469604492188	text_03	38	3	0back_dual_main_click	0	aus															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	615.8962249755859	1183.670997619629	text_03	39	3	0back_dual_main_click	0	und															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	615.7169342041016	text_03	40	3	0back_dual_main_click	0	biegen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	664.1020774841309	text_03	41	3	0back_dual_main_click	0	"diese,"															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	648.8990783691406	text_03	42	3	0back_dual_main_click	0	ohne															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	682.6882362365723	text_03	43	3	0back_dual_main_click	0	sie															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	650.7828235626221	text_03	44	3	0back_dual_main_click	0	ganz															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	615.7288551330566	text_03	45	3	0back_dual_main_click	0	zu															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	649.029016494751	text_03	46	3	0back_dual_main_click	0	brechen.															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	665.8570766448975	text_03	47	3	0back_dual_main_click	0	So															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	632.4219703674316	text_03	48	3	0back_dual_main_click	0	entsteht															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	666.0130023956299	text_03	49	3	0back_dual_main_click	0	eine															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	665.816068649292	text_03	50	3	0back_dual_main_click	0	robuste															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	747.9019165039062	text_03	51	3	0back_dual_main_click	0	Grundstruktur.															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	632.5979232788086	text_03	52	3	0back_dual_main_click	0	Die															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	631.8318843841553	1165.7397747039795	text_03	53	3	0back_dual_main_click	0	Polsterung															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	733.1929206848145	text_03	54	3	0back_dual_main_click	0	der															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	597.4869728088379	1131.8628787994385	text_03	55	3	0back_dual_main_click	0	Nester															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	682.5058460235596	text_03	56	3	0back_dual_main_click	0	besteht															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	634.2909336090088	text_03	57	3	0back_dual_main_click	0	aus															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	598.9139080047607	text_03	58	3	0back_dual_main_click	0	dünneren															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	648.6520767211914	1216.4249420166016	text_03	59	3	0back_dual_main_click	0	Ästen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	615.8759593963623	text_03	60	3	0back_dual_main_click	0	und															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	599.0710258483887	text_03	61	3	0back_dual_main_click	0	macht															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	632.5869560241699	1183.6531162261963	text_03	62	3	0back_dual_main_click	0	das															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	632.5569152832031	text_03	63	3	0back_dual_main_click	0	Nest															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	615.6949996948242	text_03	64	3	0back_dual_main_click	0	besonders															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	631.7360401153564	text_03	65	3	0back_dual_main_click	0	bequem.															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	599.013090133667	text_03	66	3	0back_dual_main_click	0	Diese															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	731.9478988647461	text_03	67	3	0back_dual_main_click	0	Bauweise															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	648.8628387451172	text_03	68	3	0back_dual_main_click	0	schützt															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	632.559061050415	text_03	69	3	0back_dual_main_click	0	die															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	615.6558990478516	1233.5329055786133	text_03	70	3	0back_dual_main_click	0	Orang-Utans															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	632.4329376220703	text_03	71	3	0back_dual_main_click	0	nicht															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	666.0008430480957	text_03	72	3	0back_dual_main_click	0	nur															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	615.6771183013916	text_03	73	3	0back_dual_main_click	0	vor															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	649.0590572357178	text_03	74	3	0back_dual_main_click	0	dem															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	814.9189949035645	text_03	75	3	0back_dual_main_click	0	"Herunterfallen,"															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	615.562915802002	text_03	76	3	0back_dual_main_click	0	sondern															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	615.8201694488525	text_03	77	3	0back_dual_main_click	0	auch															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	614.0091419219971	text_03	78	3	0back_dual_main_click	0	vor															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	632.037878036499	text_03	79	3	0back_dual_main_click	0	Feinden															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	665.9729480743408	text_03	80	3	0back_dual_main_click	0	und															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	683.8181018829346	text_03	81	3	0back_dual_main_click	0	Parasiten.															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	699.3610858917236	text_03	82	3	0back_dual_main_click	0	So															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	648.3769416809082	text_03	83	3	0back_dual_main_click	0	schlafen															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	599.1220474243164	text_03	84	3	0back_dual_main_click	0	die															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	715.623140335083	text_03	85	3	0back_dual_main_click	0	Primaten															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	648.963212966919	text_03	86	3	0back_dual_main_click	0	sicher															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	715.7809734344482	text_03	87	3	0back_dual_main_click	0	und															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	682.1238994598389	1249.8998641967773	text_03	88	3	0back_dual_main_click	0	komfortabel															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	682.448148727417	1250.2241134643555	text_03	89	3	0back_dual_main_click	0	in															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#88BA3F	True	hit	582.0930004119873	1166.5771007537842	text_03	90	3	0back_dual_main_click	0	ihren															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	681.8079948425293	text_03	91	3	0back_dual_main_click	0	Nestern.															#88BA3F									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			580.5115718841553	Q1	1	a	True	4	0																	MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			584.6887049674988	Q2	1	a	True	4	0																	MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			588.6616249084473	Q3	2	b	True	4	0																	MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						2	0	2	0																																															591.1727449893951	591.1727638244629	591.2119629383087	591.2119748592377	591.2212069034576	591.2212138175964	591.2379620075226										MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
