DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	self-paced_blocks	paced_blocks	testing_mode	date	expName	psychopyVersion	expStart	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	717.7751064300537		7	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	751.1789798736572		8	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	867.5510883331299		9	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	false alarm	851.8531322479248	1336.116075515747		10	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	hit	1385.7519626617432	2000		11	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	True	miss	None	15.893936157226562		12	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	1285.567045211792		13	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	984.9629402160645		14	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	699.5890140533447		15	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	false alarm	667.686939239502	1270.5750465393066		16	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	True	hit	684.3729019165039	1318.9339637756348		17	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	734.4729900360107		18	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	717.7829742431641		19	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	817.9929256439209		20	9	2back_single_training2	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	784.5809459686279		1	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	736.151933670044		2	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	734.6720695495605		3	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	hit	550.7831573486328	1118.5531616210938		4	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	736.0849380493164		5	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	734.4670295715332		6	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	True	hit	550.7991313934326	1151.9691944122314		7	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	701.0610103607178		8	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	false alarm	817.9810047149658	1452.5480270385742		9	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	734.483003616333		10	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	666.0449504852295		11	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	801.2619018554688		12	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	851.8710136413574		13	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	801.2590408325195		14	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	1035.067081451416		15	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	True	hit	851.3698577880859	1402.4419784545898		16	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	784.5759391784668		17	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	901.4999866485596		18	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	751.1839866638184		19	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	918.1499481201172		20	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	817.9888725280762		21	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	766.2568092346191		22	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	817.9459571838379		23	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	717.7510261535645		24	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	934.8709583282471		25	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	784.578800201416		26	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	868.0620193481445		27	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	817.9690837860107		28	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	hit	634.2802047729492	1268.8610553741455		29	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	True	miss	None	584.1701030731201		30	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	851.768970489502		31	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	817.9569244384766		32	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	919.8880195617676		33	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	800.7981777191162		34	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	false alarm	634.2599391937256	1402.42600440979		35	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	784.5580577850342		36	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	miss	None	851.3050079345703		37	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	True	hit	632.627010345459	1233.8011264801025		38	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	736.1710071563721		39	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	634.2461109161377		40	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	667.6900386810303		41	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	834.6738815307617		42	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	801.2759685516357		43	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	801.2821674346924		44	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	767.8909301757812		45	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	751.1711120605469		46	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	false alarm	667.6540374755859	1153.6381244659424		47	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	True	hit	1569.429874420166	2000		48	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	16.36815071105957		49	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	984.968900680542		50	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	1001.6450881958008		51	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	901.4589786529541		52	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	767.8649425506592		53	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	849.694013595581		54	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	836.400032043457		55	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	801.2681007385254		56	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	True	hit	534.0838432312012	1118.5460090637207		57	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	hit	901.4730453491211	1469.2339897155762		58	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	717.7870273590088		59	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	934.8609447479248		60	10	2back_single_main	2																									MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																											1124.4756009578705	1124.4756088256836	#88BA3F	False	correct rejection	None	1034.2381000518799	text_04	1	11	2back_dual_main_click	2	Manche																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	998.9778995513916	text_04	2	11	2back_dual_main_click	2	Orte																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	898.0801105499268	text_04	3	11	2back_dual_main_click	2	sind																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	799.0140914916992	text_04	4	11	2back_dual_main_click	2	nur																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	1135.288953781128	text_04	5	11	2back_dual_main_click	2	aus																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	1434.0929985046387	text_04	6	11	2back_dual_main_click	2	der																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	1183.3031177520752	text_04	7	11	2back_dual_main_click	2	Luft																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	hit	547.9459762573242	1316.5791034698486	text_04	8	11	2back_dual_main_click	2	wirklich																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	1049.187183380127	text_04	9	11	2back_dual_main_click	2	zugänglich.																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	966.2048816680908	text_04	10	11	2back_dual_main_click	2	Bertus																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	832.3338031768799	text_04	11	11	2back_dual_main_click	2	Schoeman																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	1016.5209770202637	text_04	12	11	2back_dual_main_click	2	fliegt																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	false alarm	1433.8037967681885	2168.581008911133	text_04	13	11	2back_dual_main_click	2	oft																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	883.0490112304688	text_04	14	11	2back_dual_main_click	2	mit																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	True	hit	949.7320652008057	1300.4181385040283	text_04	15	11	2back_dual_main_click	2	seinem																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	799.1769313812256	text_04	16	11	2back_dual_main_click	2	Flugzeug																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	832.1552276611328	text_04	17	11	2back_dual_main_click	2	über																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	True	hit	498.9278316497803	1066.6999816894531	text_04	18	11	2back_dual_main_click	2	die																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	698.7309455871582	text_04	19	11	2back_dual_main_click	2	"unwirtliche,"																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	True	miss	None	1098.2470512390137	text_04	20	11	2back_dual_main_click	2	aber																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	915.9400463104248	text_04	21	11	2back_dual_main_click	2	trotzdem																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	1051.0368347167969	text_04	22	11	2back_dual_main_click	2	wunderschöne																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	1166.430950164795	text_04	23	11	2back_dual_main_click	2	Küste																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	1082.7691555023193	text_04	24	11	2back_dual_main_click	2	Namibias.																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	1032.9949855804443	text_04	25	11	2back_dual_main_click	2	Er																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	1183.5391521453857	text_04	26	11	2back_dual_main_click	2	zeigt																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	898.7700939178467	text_04	27	11	2back_dual_main_click	2	Touristen																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	899.8141288757324	text_04	28	11	2back_dual_main_click	2	die																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	1249.9659061431885	text_04	29	11	2back_dual_main_click	2	beeindruckenden																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#2AB7EF	True	hit	1183.380126953125	1817.967176437378	text_04	30	11	2back_dual_main_click	2	Schiffswracks																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	hit	983.2329750061035	1584.3980312347412	text_04	31	11	2back_dual_main_click	2	und																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	1000.0078678131104	text_04	32	11	2back_dual_main_click	2	die																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	966.2909507751465	text_04	33	11	2back_dual_main_click	2	einzigartigen																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	1149.972915649414	text_04	34	11	2back_dual_main_click	2	Landschaften																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	1233.341932296753	text_04	35	11	2back_dual_main_click	2	von																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	965.8880233764648	text_04	36	11	2back_dual_main_click	2	oben.																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#F989A2	True	hit	815.8891201019287	1467.1509265899658	text_04	37	11	2back_dual_main_click	2	Vom																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
						4	0	4	0																													#88BA3F	True	miss	None	882.9741477966309	text_04	38	11	2back_dual_main_click	2	Flugzeug																								MA02	yes	yes	no	2024-08-28_09h31.14.714	EXNAT_3_training	2024.1.0	2024-08-28 09h33.31.851922 +0200	
