DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	testing_mode	date	expName	psychopyVersion	expStart	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	1264.6009922027588	text_03	53	3	0back_dual_main_click	0	Polsterung															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	498.9020824432373	text_03	54	3	0back_dual_main_click	0	der															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	984.8849773406982	text_03	55	3	0back_dual_main_click	0	Nester															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	582.2370052337646	text_03	56	3	0back_dual_main_click	0	besteht															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#F989A2	True	hit	582.4699401855469	832.9501152038574	text_03	57	3	0back_dual_main_click	0	aus															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	448.6958980560303	text_03	58	3	0back_dual_main_click	0	dünneren															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#F989A2	True	hit	598.8898277282715	815.9699440002441	text_03	59	3	0back_dual_main_click	0	Ästen															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	431.8528175354004	text_03	60	3	0back_dual_main_click	0	und															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	498.36087226867676	text_03	61	3	0back_dual_main_click	0	macht															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	449.3601322174072	text_03	62	3	0back_dual_main_click	0	das															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	515.6300067901611	text_03	63	3	0back_dual_main_click	0	Nest															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	598.9689826965332	text_03	64	3	0back_dual_main_click	0	besonders															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	414.66212272644043	text_03	65	3	0back_dual_main_click	0	bequem.															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	463.7901782989502	text_03	66	3	0back_dual_main_click	0	Diese															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#F989A2	True	hit	682.2268962860107	949.4128227233887	text_03	67	3	0back_dual_main_click	0	Bauweise															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	615.800142288208	text_03	68	3	0back_dual_main_click	0	schützt															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#F989A2	True	hit	717.1158790588379	984.3008518218994	text_03	69	3	0back_dual_main_click	0	die															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	749.1810321807861	text_03	70	3	0back_dual_main_click	0	Orang-Utans															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	482.1460247039795	text_03	71	3	0back_dual_main_click	0	nicht															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	482.2509288787842	text_03	72	3	0back_dual_main_click	0	nur															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#F989A2	True	hit	582.0300579071045	798.6869812011719	text_03	73	3	0back_dual_main_click	0	vor															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#F989A2	True	hit	683.1228733062744	900.1979827880859	text_03	74	3	0back_dual_main_click	0	dem															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	765.0578022003174	text_03	75	3	0back_dual_main_click	0	"Herunterfallen,"															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	514.8217678070068	text_03	76	3	0back_dual_main_click	0	sondern															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	448.82988929748535	text_03	77	3	0back_dual_main_click	0	auch															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	465.24691581726074	text_03	78	3	0back_dual_main_click	0	vor															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	448.4601020812988	text_03	79	3	0back_dual_main_click	0	Feinden															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	465.5799865722656	text_03	80	3	0back_dual_main_click	0	und															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	765.7470703125	text_03	81	3	0back_dual_main_click	0	Parasiten.															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	448.822021484375	text_03	82	3	0back_dual_main_click	0	So															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	665.6239032745361	text_03	83	3	0back_dual_main_click	0	schlafen															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#F989A2	True	hit	665.3549671173096	932.5358867645264	text_03	84	3	0back_dual_main_click	0	die															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1066.3890838623047	text_03	85	3	0back_dual_main_click	0	Primaten															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	565.438985824585	text_03	86	3	0back_dual_main_click	0	sicher															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	816.1931037902832	text_03	87	3	0back_dual_main_click	0	und															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	698.9328861236572	text_03	88	3	0back_dual_main_click	0	komfortabel															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	465.49010276794434	text_03	89	3	0back_dual_main_click	0	in															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	448.67706298828125	text_03	90	3	0back_dual_main_click	0	ihren															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																													#2AB7EF	False	correct rejection	None	532.1550369262695	text_03	91	3	0back_dual_main_click	0	Nestern.															#F989A2									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			668.0092051029205	Q1	1	a	True	4	0																	YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			674.3112509250641	Q2	1	a	True	4	0																	YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																																		text_03			0back_dual_main_click			682.0721700191498	Q3	2	b	True	4	0																	YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						2	0	2	0																																															686.3540320396423	686.3540499210358	686.3938269615173	686.3938400745392	686.4029381275177	686.4029459953308	686.4199869632721										YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0	686.4357550144196																									686.4202859401703			#88BA3F	False	correct rejection	None	1552.6721477508545		1	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	552.5059700012207		2	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	532.3541164398193		3	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	584.0280055999756		4	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	667.6938533782959		5	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	567.4679279327393		6	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	True	hit	550.7738590240479	901.4749526977539		7	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	True	hit	517.3940658569336	834.6710205078125		8	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	650.9759426116943		9	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	532.3960781097412		10	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	517.39501953125		11	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	True	hit	535.7420444488525	786.2310409545898		12	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	True	hit	484.3571186065674	734.8511219024658		13	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	True	hit	517.4000263214111	751.1780261993408		14	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	550.800085067749		15	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	784.5511436462402		16	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	584.1789245605469		17	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	550.8089065551758		18	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	619.2831993103027		19	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	483.98709297180176		20	4	1back_single_training1	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	634.5860958099365		1	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	True	hit	565.485954284668	932.873010635376		2	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	600.8901596069336		3	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	402.18091011047363		4	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	383.8038444519043		5	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	484.0099811553955		6	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	433.9029788970947		7	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	485.72707176208496		8	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	717.7479267120361		9	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	True	hit	500.69499015808105	784.5649719238281		10	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	True	hit	467.2889709472656	701.0941505432129		11	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	417.1872138977051		12	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	398.81396293640137		13	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	734.4951629638672		14	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	485.7051372528076		15	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	550.7979393005371		16	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	834.6459865570068		17	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	433.87699127197266		18	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	417.59800910949707		19	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	615.9400939941406		20	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	600.9299755096436		21	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	435.63294410705566		22	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	True	hit	684.3798160552979	1001.6529560089111		23	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	367.08593368530273		24	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	467.7748680114746		25	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	634.2730522155762		26	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	417.1879291534424		27	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	584.2008590698242		28	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	True	hit	498.9960193634033	799.5820045471191		29	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	483.9768409729004		30	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	686.0828399658203		31	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	751.147985458374		32	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	567.471981048584		33	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	584.151029586792		34	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	500.64802169799805		35	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	True	hit	534.5630645751953	785.0580215454102		36	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	534.0559482574463		37	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	482.327938079834		38	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	500.6909370422363		39	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	535.822868347168		40	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	483.95800590515137		41	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	551.2731075286865		42	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	417.61302947998047		43	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	550.7910251617432		44	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	734.407901763916		45	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	532.4461460113525		46	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	433.9151382446289		47	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	500.71001052856445		48	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	517.3439979553223		49	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	550.7750511169434		50	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	450.592041015625		51	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	599.2348194122314		52	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#F989A2	True	hit	634.2699527740479	951.5550136566162		53	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	435.61506271362305		54	6	1back_single_main	1																									YA01	no	2024-08-26_11h08.59.930	EXNAT_3_training	2024.1.0	2024-08-26 11h09.10.324995 +0200	
