blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,empty_placeholder.started,participant,age,handedness,gender,testing_mode,date,expName,psychopyVersion,frameRate,
,,,,15.062372129003052,,,,,,,,,,
