shuffle_blocks.thisRepN,shuffle_blocks.thisTrialN,shuffle_blocks.thisN,shuffle_blocks.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,loop_words.thisRepN,loop_words.thisTrialN,loop_words.thisN,loop_words.thisIndex,resp_1_1.keys,resp_1_1.rt,instr_1_1.started,instr_1_1.stopped,instr_1_2.started,instr_1_2.stopped,resp_1.keys,resp_1.rt,resp_1.started,resp_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,159.238195558999,,,,,,,,,,001,2023_Jan_19_1616,selfpaced_reading_nback,2021.2.3,65.05696690640345,
,,,,,,,,,,,,,,168.47300876000008,None,170.45405884700085,None,space,4.27289980400019,170.45405884700085,None,,,,,,,
