DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	self-paced_blocks	paced_blocks	testing_mode	date	expName	psychopyVersion	expStart	
						2	0	2	0																													#2AB7EF	True	hit	614.4521236419678	1500	text_02	21	3	0back_dual_main_click	0	Das															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	999.8679161071777	text_02	22	3	0back_dual_main_click	0	Tier															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	932.499885559082	text_02	23	3	0back_dual_main_click	0	lebte															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	916.4879322052002	text_02	24	3	0back_dual_main_click	0	vor															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	999.6950626373291	text_02	25	3	0back_dual_main_click	0	etwa															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	798.2549667358398	text_02	26	3	0back_dual_main_click	0	105															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	849.4069576263428	text_02	27	3	0back_dual_main_click	0	Millionen															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	948.8430023193359	text_02	28	3	0back_dual_main_click	0	Jahren															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	797.9691028594971	text_02	29	3	0back_dual_main_click	0	und															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	798.9490032196045	text_02	30	3	0back_dual_main_click	0	jagte															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	699.4509696960449	text_02	31	3	0back_dual_main_click	0	an															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	933.7530136108398	text_02	32	3	0back_dual_main_click	0	Land															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1050.0149726867676	text_02	33	3	0back_dual_main_click	0	nach															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	832.7300548553467	text_02	34	3	0back_dual_main_click	0	Insekten															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	849.682092666626	text_02	35	3	0back_dual_main_click	0	und															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	816.6298866271973	text_02	36	3	0back_dual_main_click	0	kleinen															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	982.755184173584	text_02	37	3	0back_dual_main_click	0	Tieren.															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	966.0811424255371	text_02	38	3	0back_dual_main_click	0	Es															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1083.1570625305176	text_02	39	3	0back_dual_main_click	0	besaß															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	815.4218196868896	text_02	40	3	0back_dual_main_click	0	ungewöhnliche															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	815.687894821167	text_02	41	3	0back_dual_main_click	0	"Merkmale,"															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	866.1961555480957	text_02	42	3	0back_dual_main_click	0	wie															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	765.5000686645508	text_02	43	3	0back_dual_main_click	0	weniger															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	965.9440517425537	text_02	44	3	0back_dual_main_click	0	Zähne															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	816.2949085235596	text_02	45	3	0back_dual_main_click	0	und															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	915.8689975738525	text_02	46	3	0back_dual_main_click	0	hatte															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1082.6530456542969	text_02	47	3	0back_dual_main_click	0	Backenzähne															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	849.9941825866699	text_02	48	3	0back_dual_main_click	0	zum															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1049.4089126586914	text_02	49	3	0back_dual_main_click	0	Kauen															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	565.2420520782471	1467.482089996338	text_02	50	3	0back_dual_main_click	0	von															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	780.555009841919	1500	text_02	51	3	0back_dual_main_click	0	Nahrung.															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1217.3221111297607	text_02	52	3	0back_dual_main_click	0	Außerdem															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	1117.1870231628418	text_02	53	3	0back_dual_main_click	0	war															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	832.9482078552246	text_02	54	3	0back_dual_main_click	0	es															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	715.7719135284424	text_02	55	3	0back_dual_main_click	0	weniger															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	631.3929557800293	1500	text_02	56	3	0back_dual_main_click	0	gepanzert.															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	965.7840728759766	text_02	57	3	0back_dual_main_click	0	Die															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	916.7699813842773	text_02	58	3	0back_dual_main_click	0	Forscher															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	815.9000873565674	1500	text_02	59	3	0back_dual_main_click	0	"denken,"															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	81.47788047790527	text_02	60	3	0back_dual_main_click	0	dass															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	782.8149795532227	1500	text_02	61	3	0back_dual_main_click	0	Krokodile															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	165.03405570983887	text_02	62	3	0back_dual_main_click	0	in															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	916.539192199707	text_02	63	3	0back_dual_main_click	0	der															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	698.2121467590332	1500	text_02	64	3	0back_dual_main_click	0	Vergangenheit															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	231.31704330444336	text_02	65	3	0back_dual_main_click	0	auf															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1066.7669773101807	text_02	66	3	0back_dual_main_click	0	der															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1500	text_02	67	3	0back_dual_main_click	0	Südhalbkugel															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	1500	text_02	68	3	0back_dual_main_click	0	"lebten,"															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1500	text_02	69	3	0back_dual_main_click	0	während															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	1100.1770496368408	text_02	70	3	0back_dual_main_click	0	sich															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	932.5709342956543	text_02	71	3	0back_dual_main_click	0	Säugetiere															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	782.6778888702393	text_02	72	3	0back_dual_main_click	0	auf															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	866.3568496704102	text_02	73	3	0back_dual_main_click	0	der															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	531.9430828094482	1500.4849433898926	text_02	74	3	0back_dual_main_click	0	Nordhalbkugel															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1066.4269924163818	text_02	75	3	0back_dual_main_click	0	ausbreiteten.															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	866.1839962005615	text_02	76	3	0back_dual_main_click	0	Die															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	832.7569961547852	text_02	77	3	0back_dual_main_click	0	Forscher															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	631.9119930267334	1266.4690017700195	text_02	78	3	0back_dual_main_click	0	werden															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	714.4529819488525	text_02	79	3	0back_dual_main_click	0	in															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	732.2900295257568	text_02	80	3	0back_dual_main_click	0	Zukunft															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	765.7110691070557	text_02	81	3	0back_dual_main_click	0	versuchen															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	801.0950088500977	text_02	82	3	0back_dual_main_click	0	mehr															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	765.967845916748	text_02	83	3	0back_dual_main_click	0	über															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	766.165018081665	text_02	84	3	0back_dual_main_click	0	die															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	882.3738098144531	text_02	85	3	0back_dual_main_click	0	frühe															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	765.700101852417	text_02	86	3	0back_dual_main_click	0	Tierwelt															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	582.2298526763916	1149.9969959259033	text_02	87	3	0back_dual_main_click	0	auf															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	799.597978591919	1267.1680450439453	text_02	88	3	0back_dual_main_click	0	der															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	732.2731018066406	1233.2520484924316	text_02	89	3	0back_dual_main_click	0	Südhalbkugel															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#2AB7EF	True	hit	732.7840328216553	1350.6510257720947	text_02	90	3	0back_dual_main_click	0	zu															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1049.5641231536865	text_02	91	3	0back_dual_main_click	0	erfahren.															#2AB7EF									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																																		text_02			0back_dual_main_click			700.8652348518372	Q1	NA	NA	False	4	0																	OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																																		text_02			0back_dual_main_click			710.909560918808	Q2	4	d	True	4	0																	OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																																		text_02			0back_dual_main_click			717.4847328662872	Q3	2	b	True	4	0																	OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						2	0	2	0																																															720.897353887558	720.8973729610443	720.9371058940887	720.9371199607849	720.9460618495941	720.9460718631744	720.963131904602										OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0	720.9788670539856																									720.9634568691254			#D292F3	False	correct rejection	None	1500		1	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#D292F3	True	miss	None	500.71215629577637		2	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		3	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		4	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	True	miss	None	517.3659324645996		5	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		6	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	True	miss	None	1500		7	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		8	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	True	hit	552.5360107421875	1500		9	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		10	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		11	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		12	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		13	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		14	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		15	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		16	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#D292F3	True	hit	483.97302627563477	1500		17	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		18	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		19	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		20	4	1back_single_training1	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		1	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		2	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	True	hit	517.8220272064209	1500		3	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		4	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		5	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	True	hit	567.4967765808105	1500		6	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		7	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	1500		8	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1500		9	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		10	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	1500		11	5	1back_single_training2	1																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
