DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	self-paced_blocks	paced_blocks	testing_mode	date	expName	psychopyVersion	expStart	
						2	0	2	0																													#F989A2	False	correct rejection	None	565.3798580169678	text_02	9	3	0back_dual_main_click	0	Es															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	498.9609718322754	text_02	10	3	0back_dual_main_click	0	zeigt															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	531.2230587005615	text_02	11	3	0back_dual_main_click	0	Ähnlichkeiten															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	false alarm	515.5448913574219	1166.316032409668	text_02	12	3	0back_dual_main_click	0	zu															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	false alarm	631.6719055175781	1166.5630340576172	text_02	13	3	0back_dual_main_click	0	Säugetieren.															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1500	text_02	14	3	0back_dual_main_click	0	Es															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1500	text_02	15	3	0back_dual_main_click	0	war															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1500	text_02	16	3	0back_dual_main_click	0	so															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1500	text_02	17	3	0back_dual_main_click	0	groß															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1500	text_02	18	3	0back_dual_main_click	0	wie															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	715.5380249023438	1500	text_02	19	3	0back_dual_main_click	0	eine															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	1500	text_02	20	3	0back_dual_main_click	0	Katze.															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	582.4000835418701	1500	text_02	21	3	0back_dual_main_click	0	Das															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	916.8491363525391	1500	text_02	22	3	0back_dual_main_click	0	Tier															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1500	text_02	23	3	0back_dual_main_click	0	lebte															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1500	text_02	24	3	0back_dual_main_click	0	vor															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	832.6539993286133	1500	text_02	25	3	0back_dual_main_click	0	etwa															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	698.0249881744385	1500	text_02	26	3	0back_dual_main_click	0	105															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	1082.7631950378418	text_02	27	3	0back_dual_main_click	0	Millionen															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	581.2368392944336	text_02	28	3	0back_dual_main_click	0	Jahren															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	582.9510688781738	text_02	29	3	0back_dual_main_click	0	und															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	531.1579704284668	text_02	30	3	0back_dual_main_click	0	jagte															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	516.2229537963867	1551.5780448913574	text_02	31	3	0back_dual_main_click	0	an															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	515.078067779541	text_02	32	3	0back_dual_main_click	0	Land															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	515.6209468841553	text_02	33	3	0back_dual_main_click	0	nach															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	598.9890098571777	text_02	34	3	0back_dual_main_click	0	Insekten															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	581.5811157226562	text_02	35	3	0back_dual_main_click	0	und															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	715.6081199645996	text_02	36	3	0back_dual_main_click	0	kleinen															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	582.8170776367188	text_02	37	3	0back_dual_main_click	0	Tieren.															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	615.3759956359863	text_02	38	3	0back_dual_main_click	0	Es															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	498.68011474609375	1283.539056777954	text_02	39	3	0back_dual_main_click	0	besaß															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	665.0669574737549	text_02	40	3	0back_dual_main_click	0	ungewöhnliche															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	498.4099864959717	text_02	41	3	0back_dual_main_click	0	"Merkmale,"															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	548.0260848999023	text_02	42	3	0back_dual_main_click	0	wie															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	515.2900218963623	text_02	43	3	0back_dual_main_click	0	weniger															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	748.8369941711426	text_02	44	3	0back_dual_main_click	0	Zähne															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	565.7370090484619	text_02	45	3	0back_dual_main_click	0	und															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	515.516996383667	text_02	46	3	0back_dual_main_click	0	hatte															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	632.256031036377	text_02	47	3	0back_dual_main_click	0	Backenzähne															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	565.5698776245117	text_02	48	3	0back_dual_main_click	0	zum															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	565.2859210968018	1066.3211345672607	text_02	49	3	0back_dual_main_click	0	Kauen															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	598.3619689941406	text_02	50	3	0back_dual_main_click	0	von															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	565.0019645690918	text_02	51	3	0back_dual_main_click	0	Nahrung.															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	531.9998264312744	text_02	52	3	0back_dual_main_click	0	Außerdem															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	548.3341217041016	text_02	53	3	0back_dual_main_click	0	war															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	532.3970317840576	text_02	54	3	0back_dual_main_click	0	es															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	582.097053527832	text_02	55	3	0back_dual_main_click	0	weniger															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	547.947883605957	text_02	56	3	0back_dual_main_click	0	gepanzert.															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	549.3180751800537	983.0310344696045	text_02	57	3	0back_dual_main_click	0	Die															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	532.1228504180908	text_02	58	3	0back_dual_main_click	0	Forscher															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	565.9081935882568	text_02	59	3	0back_dual_main_click	0	"denken,"															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	515.1240825653076	text_02	60	3	0back_dual_main_click	0	dass															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	565.540075302124	1033.6940288543701	text_02	61	3	0back_dual_main_click	0	Krokodile															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	598.5960960388184	text_02	62	3	0back_dual_main_click	0	in															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	miss	None	549.0889549255371	text_02	63	3	0back_dual_main_click	0	der															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	564.4772052764893	text_02	64	3	0back_dual_main_click	0	Vergangenheit															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	582.4649333953857	text_02	65	3	0back_dual_main_click	0	auf															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	599.1849899291992	text_02	66	3	0back_dual_main_click	0	der															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	498.1207847595215	text_02	67	3	0back_dual_main_click	0	Südhalbkugel															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	548.663854598999	text_02	68	3	0back_dual_main_click	0	"lebten,"															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	715.6810760498047	text_02	69	3	0back_dual_main_click	0	während															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	599.1427898406982	text_02	70	3	0back_dual_main_click	0	sich															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	531.8138599395752	1099.574089050293	text_02	71	3	0back_dual_main_click	0	Säugetiere															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	615.6668663024902	text_02	72	3	0back_dual_main_click	0	auf															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	565.7088756561279	text_02	73	3	0back_dual_main_click	0	der															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	748.9759922027588	text_02	74	3	0back_dual_main_click	0	Nordhalbkugel															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	598.8731384277344	text_02	75	3	0back_dual_main_click	0	ausbreiteten.															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	598.9859104156494	text_02	76	3	0back_dual_main_click	0	Die															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	999.521017074585	text_02	77	3	0back_dual_main_click	0	Forscher															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	546.7779636383057	text_02	78	3	0back_dual_main_click	0	werden															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	766.1819458007812	1400.745153427124	text_02	79	3	0back_dual_main_click	0	in															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	550.3280162811279	text_02	80	3	0back_dual_main_click	0	Zukunft															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	548.6660003662109	text_02	81	3	0back_dual_main_click	0	versuchen															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	532.1319103240967	text_02	82	3	0back_dual_main_click	0	mehr															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	532.1578979492188	text_02	83	3	0back_dual_main_click	0	über															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	649.2249965667725	1250.3941059112549	text_02	84	3	0back_dual_main_click	0	die															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	498.25406074523926	text_02	85	3	0back_dual_main_click	0	frühe															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#2AB7EF	True	hit	582.0200443267822	999.5009899139404	text_02	86	3	0back_dual_main_click	0	Tierwelt															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#D292F3	False	correct rejection	None	598.9780426025391	text_02	87	3	0back_dual_main_click	0	auf															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	549.0241050720215	text_02	88	3	0back_dual_main_click	0	der															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	598.6361503601074	text_02	89	3	0back_dual_main_click	0	Südhalbkugel															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#88BA3F	False	correct rejection	None	549.0579605102539	text_02	90	3	0back_dual_main_click	0	zu															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																													#F989A2	False	correct rejection	None	582.0250511169434	text_02	91	3	0back_dual_main_click	0	erfahren.															#2AB7EF									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																																		text_02			0back_dual_main_click			461.925222158432	Q1	3	c	True	4	0																	OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																																		text_02			0back_dual_main_click			471.6999161243439	Q2	4	d	True	4	0																	OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																																		text_02			0back_dual_main_click			477.04079699516296	Q3	2	b	True	4	0																	OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						2	0	2	0																																															482.30752205848694	482.3075420856476	482.347186088562	482.34719800949097	482.35640716552734	482.35641622543335	482.3729290962219										OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0	482.3897440433502																									482.37323212623596			#88BA3F	False	correct rejection	None	1287.27388381958		1	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#88BA3F	True	hit	634.2649459838867	1435.8160495758057		2	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	584.1450691223145		3	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#F989A2	True	hit	551.2609481811523	1319.4198608398438		4	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	550.8010387420654		5	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	701.1020183563232		6	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	650.9530544281006		7	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	517.8699493408203		8	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	550.7810115814209		9	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	584.1829776763916		10	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#D292F3	True	hit	500.6990432739258	1168.6501502990723		11	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#D292F3	True	miss	None	983.3259582519531		12	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	1170.3729629516602		13	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	534.0859889984131		14	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#F989A2	True	miss	None	1500		15	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	1500		16	4	1back_single_training1	1																									OA04	yes	yes	no	2024-08-28_08h04.29.593	EXNAT_3_training	2024.1.0	2024-08-28 08h13.29.847142 +0200	
